Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q16GRANDTotal_apac|CURRENCY|APAC: Total raised for your Asia Pacific strategy by sector strategy in 2021|16_84|APAC_SectorStrategy_NonListedVehicles_Total|APAC_SS_NLV_Total|Sector strategy total - Non-listed vehicles total||APAC Capital raised|Sector Strategy and Vehicle Type|q16||451
_apac||For your Asia Pacific strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by country strategy (million)?|17|||||||q17||452
q171_1_apac|CURRENCY|APAC Single country strategy - Non-listed/ commingled real estate funds/private REITs|17_1|APAC_NonListedFunds_SingleCountry|APAC_NLF_SC|Non-listed funds - Single country||APAC Capital raised|Country Strategy and Vehicle Type|q17||453
q171_2_apac|CURRENCY|APAC Single country strategy  - Separate accounts investing directly into real estate|17_2|APAC_SeparateAccountsDirect_SingleCountry|APAC_SepAccDirect_SC|Separate accounts investing directly - Single country||APAC Capital raised|Country Strategy and Vehicle Type|q17||454
q171_3_apac|CURRENCY|APAC Single country strategy  - Separate accounts investing into indirect vehicles|17_3|APAC_SeparateAccountsIndirect_SingleCountry|APAC_SepAccIndirect_SC|Separate accounts investing indirectly - Single country||APAC Capital raised|Country Strategy and Vehicle Type|q17||455
q171_4_apac|CURRENCY|APAC Single country strategy  - Joint ventures and club deals|17_4|APAC_JVs_SingleCountry|APAC_JVs_SC|Joint ventures and club deals - Single country||APAC Capital raised|Country Strategy and Vehicle Type|q17||456
q171_5_apac|CURRENCY|APAC Single country strategy  - Funds of funds|17_5|APAC_FundsOfFunds_SingleCountry|APAC_FOF_SC|Funds of funds - Single country||APAC Capital raised|Country Strategy and Vehicle Type|q17||457
q171_6_apac|CURRENCY|APAC Single country strategy  - Non-listed debt products|17_6|APAC_Debt_SingleCountry|APAC_Debt_SC|Non-listed debt products - Single country||APAC Capital raised|Country Strategy and Vehicle Type|q17||458
q17ROW1_Total_apac|CURRENCY|APAC Single country strategy  - TOTAL|17_7|APAC_NonListedVehicles_SingleCountry_Total|APAC_NLV_SC|Non-listed vehicles total - Single country||APAC Capital raised|Country Strategy and Vehicle Type|q17||459
q172_1_apac|CURRENCY|APAC Multi country strategy - Non-listed/ commingled real estate funds/private REITs|17_8|APAC_NonListedFunds_MultiCountry|APAC_NLF_MC|Non-listed funds - Multi country||APAC Capital raised|Country Strategy and Vehicle Type|q17||460
q172_2_apac|CURRENCY|APAC Multi country strategy  - Separate accounts investing directly into real estate|17_9|APAC_SeparateAccountsDirect_MultiCountry|APAC_SepAccDirect_MC|Separate accounts investing directly - Multi country||APAC Capital raised|Country Strategy and Vehicle Type|q17||461
q172_3_apac|CURRENCY|APAC Multi country strategy  - Separate accounts investing into indirect vehicles|17_10|APAC_SeparateAccountsIndirect_MultiCountry|APAC_SepAccIndirect_MC|Separate accounts investing indirectly - Multi country||APAC Capital raised|Country Strategy and Vehicle Type|q17||462
q172_4_apac|CURRENCY|APAC Multi country strategy  - Joint ventures and club deals|17_11|APAC_JVs_MultiCountry|APAC_JVs_MC|Joint ventures and club deals - Multi country||APAC Capital raised|Country Strategy and Vehicle Type|q17||463
q172_5_apac|CURRENCY|APAC Multi country strategy  - Funds of funds|17_12|APAC_FundsOfFunds_MultiCountry|APAC_FOF_MC|Funds of funds - Multi country||APAC Capital raised|Country Strategy and Vehicle Type|q17||464
q172_6_apac|CURRENCY|APAC Multi country strategy  - Non-listed debt products|17_13|APAC_Debt_MultiCountry|APAC_Debt_MC|Non-listed debt products - Multi country||APAC Capital raised|Country Strategy and Vehicle Type|q17||465
q17ROW2_Total_apac|CURRENCY|APAC Multi country strategy  - TOTAL|17_14|APAC_NonListedVehicles_MultiCountry_Total|APAC_NLV_MC|Non-listed vehicles total - Multi country||APAC Capital raised|Country Strategy and Vehicle Type|q17||466
q17COL1_Total_apac|CURRENCY|TOTAL (APAC): Non-listed/ commingled real estate funds/private REITs|17_15|APAC_CountryStrategy_NonListedFunds_Total|APAC_CS_NLF_Total|Country strategy total - Non-listed funds ||APAC Capital raised|Country Strategy and Vehicle Type|q17||467
q17COL2_Total_apac|CURRENCY|TOTAL (APAC): Separate accounts investing directly into real estate|17_16|APAC_CountryStrategy_SeparateAccountsDirect_Total|APAC_CS_SepAccDirect_Total|Country strategy total - Separate accounts investing directly||APAC Capital raised|Country Strategy and Vehicle Type|q17||468
q17COL3_Total_apac|CURRENCY|TOTAL (APAC): Separate accounts investing into indirect vehicles|17_17|APAC_CountryStrategy_SeparateAccountsIndirect_Total|APAC_CS_SepAccIndirect_Total|Country strategy total - Separate accounts investing indirectly||APAC Capital raised|Country Strategy and Vehicle Type|q17||469
q17COL4_Total_apac|CURRENCY|TOTAL (APAC): Joint ventures and club deals|17_18|APAC_CountryStrategy_JVs_Total|APAC_CS_JVs_Total|Country strategy total - Joint ventures and club deals||APAC Capital raised|Country Strategy and Vehicle Type|q17||470
q17COL5_Total_apac|CURRENCY|TOTAL (APAC): Funds of funds|17_19|APAC_CountryStrategy_FundsOfFunds_Total|APAC_CS_FOF_Total|Country strategy total - Funds of funds ||APAC Capital raised|Country Strategy and Vehicle Type|q17||471
q17COL6_Total_apac|CURRENCY|TOTAL (APAC): Non-listed debt products|17_20|APAC_CountryStrategy_Debt_Total|APAC_CS_Debt_Total|Country strategy total - Non-listed debt products||APAC Capital raised|Country Strategy and Vehicle Type|q17||472
q17GRANDTotal_apac|CURRENCY|APAC: Total raised for your Asia Pacific strategy by country strategy in 2021|17_21|APAC_CountryStrategy_NonListedVehicles_Total|APAC_CS_NLV_Total|Country strategy total - Non-listed vehicles total||APAC Capital raised|Country Strategy and Vehicle Type|q17||473
_apac||For your Asia Pacific strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by investment style (million)?|18|||||||q19||474
q151_1_apac|CURRENCY|APAC: Core / Senior debt - Non-listed/ commingled real estate funds/private REITs|18_1|APAC_NonListedFunds_Core/SeniorDebt|APAC_NLF_Core|Non-listed funds - Core/ senior debt||APAC Capital raised|Vehicle Type and Investment Style|q18||475
q151_2_apac|CURRENCY|APAC: Core / Senior debt - Separate accounts investing directly into real estate|18_2|APAC_SeparateAccountsDirect_Core/SeniorDebt|APAC_SepAccDirect_Core|Separate accounts investing directly - Core/ senior debt||APAC Capital raised|Vehicle Type and Investment Style|q18||476
q151_3_apac|CURRENCY|APAC: Core / Senior debt - Separate accounts investing into indirect vehicles|18_3|APAC_SeparateAccountsIndirect_Core/SeniorDebt|APAC_SepAccIndirect_Core|Separate accounts investing indirectly - Core/ senior debt||APAC Capital raised|Vehicle Type and Investment Style|q18||477
q151_4_apac|CURRENCY|APAC: Core / Senior debt - Joint ventures and club deals|18_4|APAC_JVs_Core/SeniorDebt|APAC_JVs_Core|Joint ventures and club deals - Core/ senior debt||APAC Capital raised|Vehicle Type and Investment Style|q18||478
q151_5_apac|CURRENCY|APAC: Core / Senior debt - Funds of funds|18_5|APAC_FundsOfFunds_Core/SeniorDebt|APAC_FOF_Core|Funds of funds - Core/ senior debt||APAC Capital raised|Vehicle Type and Investment Style|q18||479
q151_6_apac|CURRENCY|APAC: Core / Senior debt - Non-listed debt products|18_6|APAC_Debt_Core/SeniorDebt|APAC_Debt_Core|Non-listed debt products - Core/ senior debt||APAC Capital raised|Vehicle Type and Investment Style|q18||480
q15ROW1_Total_apac|CURRENCY|APAC: TOTAL Core / Senior debt|18_7|APAC_NonListedVehicles_Core/SeniorDebt_Total|APAC_NLV_Core_Total|Non-listed vehicles total - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||481
q152_1_apac|CURRENCY|APAC: Value added / Junior and other subordinated debt - Non-listed/ commingled real estate funds/private REITs|18_8|APAC_NonListedFunds_ValueAdded/JuniorAndSubordinatedDebt|APAC_NLF_ValAdd|Non-listed funds - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||482
q152_2_apac|CURRENCY|APAC: Value added / Junior and other subordinated debt - Separate accounts investing directly into real estate|18_9|APAC_SeparateAccountsDirect_ValueAdded/JuniorAndSubordinatedDebt|APAC_SepAccDirect_ValAdd|Separate accounts investing directly - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||483
q152_3_apac|CURRENCY|APAC: Value added / Junior and other subordinated debt - Separate accounts investing into indirect vehicles|18_10|APAC_SeparateAccountsIndirect_ValueAdded/JuniorAndSubordinatedDebt|APAC_SepAccIndirect_ValAdd|Separate accounts investing indirectly - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||484
q152_4_apac|CURRENCY|APAC: Value added / Junior and other subordinated debt - Joint ventures and club deals|18_11|APAC_JVs_ValueAdded/JuniorAndSubordinatedDebt|APAC_JVs_ValAdd|Joint ventures and club deals - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||485
q152_5_apac|CURRENCY|APAC: Value added / Junior and other subordinated debt - Funds of funds|18_12|APAC_FundsOfFunds_ValueAdded/JuniorAndSubordinatedDebt|APAC_FOF_ValAdd|Funds of funds - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||486
q152_6_apac|CURRENCY|APAC: Value added / Junior and other subordinated debt - Non-listed debt products|18_13|APAC_Debt_ValueAdded/JuniorAndSubordinatedDebt|APAC_Debt_ValAdd|Non-listed debt products - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||487
q15ROW2_Total_apac|CURRENCY|APAC: TOTAL Value added / Junior and other subordinated debt|18_14|APAC_NonListedVehicles_ValueAdded/JuniorAndSubordinatedDebt_Total|APAC_NLV_ValAdd_Total|Non-listed vehicles total - Value added/ junior and subordinated debt ||APAC Capital raised|Vehicle Type and Investment Style|q18||488
q153_1_apac|CURRENCY|APAC: Opportunistic / Mezzanine debt - Non-listed/ commingled real estate funds/private REITs|18_15|APAC_NonListedFunds_Opportunistic/MezzanineDebt|APAC_NLF_Opp|Non-listed funds - Opportunistic/ mezzanine debt||APAC Capital raised|Vehicle Type and Investment Style|q18||489
q153_2_apac|CURRENCY|APAC: Opportunistic / Mezzanine debt - Separate accounts investing directly into real estate|18_16|APAC_SeparateAccountsDirect_Opportunistic/MezzanineDebt|APAC_SepAccDirect_Opp|Separate accounts investing directly - Opportunistic/ mezzanine debt||APAC Capital raised|Vehicle Type and Investment Style|q18||490
q153_3_apac|CURRENCY|APAC: Opportunistic / Mezzanine debt - Separate accounts investing into indirect vehicles|18_17|APAC_SeparateAccountsIndirect_Opportunistic/MezzanineDebt|APAC_SepAccIndirect_Opp|Separate accounts investing indirectly - Opportunistic/ mezzanine debt||APAC Capital raised|Vehicle Type and Investment Style|q18||491
q153_4_apac|CURRENCY|APAC: Opportunistic / Mezzanine debt - Joint ventures and club deals|18_18|APAC_JVs_Opportunistic/MezzanineDebt|APAC_JVs_Opp|Joint ventures and club deals - Opportunistic/ mezzanine debt||APAC Capital raised|Vehicle Type and Investment Style|q18||492
q153_5_apac|CURRENCY|APAC: Opportunistic / Mezzanine debt - Funds of funds|18_19|APAC_FundsOfFunds_Opportunistic/MezzanineDebt|APAC_FOF_Opp|Funds of funds - Opportunistic/ mezzanine debt||APAC Capital raised|Vehicle Type and Investment Style|q18||493
q153_6_apac|CURRENCY|APAC: Opportunistic / Mezzanine debt - Non-listed debt products|18_20|APAC_Debt_Opportunistic/MezzanineDebt|APAC_Debt_Opp|Non-listed debt products - Opportunistic/ mezzanine debt||APAC Capital raised|Vehicle Type and Investment Style|q18||494
q15ROW3_Total_apac|CURRENCY|APAC: TOTAL Opportunistic / Mezzanine debt|18_21|APAC_NonListedVehicles_Opportunistic/MezzanineDebt_Total|APAC_NLV_Opp_Total|Non-listed vehicles total - Opportunistic/ mezzanine debt||APAC Capital raised|Vehicle Type and Investment Style|q18||495
q154_1_apac|CURRENCY|APAC: Mixed strategies - Non-listed/ commingled real estate funds/private REITs|18_22|APAC_NonListedFunds_MixedStrategies|APAC_NLF_Mixed|Non-listed funds - Mixed strategies||APAC Capital raised|Vehicle Type and Investment Style|q18||496
q154_2_apac|CURRENCY|APAC: Mixed strategies - Separate accounts investing directly into real estate|18_23|APAC_SeparateAccountsDirect_MixedStrategies|APAC_SepAccDirect_Mixed|Separate accounts investing directly - Mixed strategies||APAC Capital raised|Vehicle Type and Investment Style|q18||497
q154_3_apac|CURRENCY|APAC: Mixed strategies - Separate accounts investing into indirect vehicles|18_24|APAC_SeparateAccountsIndirect_MixedStrategies|APAC_SepAccIndirect_Mixed|Separate accounts investing indirectly - Mixed strategies||APAC Capital raised|Vehicle Type and Investment Style|q18||498
q154_4_apac|CURRENCY|APAC: Mixed strategies - Joint ventures and club deals|18_25|APAC_JVs_MixedStrategies|APAC_JVs_Mixed|Joint ventures and club deals - Mixed strategies||APAC Capital raised|Vehicle Type and Investment Style|q18||499
q154_5_apac|CURRENCY|APAC: Mixed strategies - Funds of funds|18_26|APAC_FundsOfFunds_MixedStrategies|APAC_FOF_Mixed|Funds of funds - Mixed strategies||APAC Capital raised|Vehicle Type and Investment Style|q18||500
q154_6_apac|CURRENCY|APAC: Mixed strategies - Non-listed debt products|18_27|APAC_Debt_MixedStrategies|APAC_Debt_Mixed|Non-listed debt products - Mixed strategies||APAC Capital raised|Vehicle Type and Investment Style|q18||501
q15ROW4_Total_apac|CURRENCY|APAC: TOTAL Mixed strategies|18_28|APAC_NonListedVehicles_MixedStrategies_Total|APAC_NLV_Mixed_Total|Non-listed vehicles total - Mixed strategies||APAC Capital raised|Vehicle Type and Investment Style|q18||502
q15COL1_Total_apac|CURRENCY|APAC: TOTAL Non-listed/ commingled real estate funds/private REITs|18_29|APAC_NonListedFunds_InvestmentStyle_Total|APAC_NLF_IS_Total|Non-listed funds - Investment style total||APAC Capital raised|Vehicle Type and Investment Style|q18||503
q15COL2_Total_apac|CURRENCY|APAC: TOTAL Separate accounts investing directly into real estate|18_30|APAC_SeparateAccountsDirect_InvestmentStyle_Total|APAC_SepAccDirect_IS_Total|Separate accounts investing directly - Investment style total||APAC Capital raised|Vehicle Type and Investment Style|q18||504
q15COL3_Total_apac|CURRENCY|APAC: TOTAL Separate accounts investing into indirect vehicles|18_31|APAC_SeparateAccountsIndirect_InvestmentStyle_Total|APAC_SepAccIndirect_IS_Total|Separate accounts investing indirectly - Investment style total||APAC Capital raised|Vehicle Type and Investment Style|q18||505
q15COL4_Total_apac|CURRENCY|APAC: TOTAL Joint ventures and club deals|18_32|APAC_JVs_InvestmentStyle_Total|APAC_JVs_IS_Total|Joint ventures and club deals - Investment style total||APAC Capital raised|Vehicle Type and Investment Style|q18||506
q15COL5_Total_apac|CURRENCY|APAC: TOTAL Funds of funds|18_33|APAC_FundsOfFunds_InvestmentStyle_Total|APAC_FOF_IS_Total|Funds of funds - Investment style total||APAC Capital raised|Vehicle Type and Investment Style|q18||507
q15COL6_Total_apac|CURRENCY|APAC: TOTAL Non-listed debt products|18_34|APAC_Debt_InvestmentStyle_Total|APAC_Debt_IS_Total|Non-listed debt products - Investment style total||APAC Capital raised|Vehicle Type and Investment Style|q18||508
q15GRANDTotal_apac|CURRENCY|APAC: Total Capital Raised for your Asia Pacific strategy in 2021 by investment style|18_35|APAC_NonListedVehicles_InvestmentStyle_Total|APAC_NLV_IS_Total|Non-listed vehicles total - Investment style total||APAC Capital raised|Vehicle Type and Investment Style|q18||509
_europe||For your European strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by investor type (million)?|19|||||||q19||510
q101_1_europe|CURRENCY|EUROPE: Pension funds - Non-listed/ commingled real estate funds/private REITs|19_1|EUROPE_PensionFunds_NonListedFunds|EUR_PF_NLF|Pension funds - Non-listed fund||Europe Capital raised|Investor Type and Vehicle Type|q19||511
q101_2_europe|CURRENCY|EUROPE: Pension funds - Separate accounts investing directly into real estate|19_2|EUROPE_PensionFunds_SeparateAccountsDirect|EUR_PF_SepAccDirect|Pension funds - Separate accounts investing directly||Europe Capital raised|Investor Type and Vehicle Type|q19||512
