Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q15COL1_Total_northamerica|CURRENCY|NA: TOTAL Non-listed/ commingled real estate funds/private REITs|28_29|NA_NonListedFunds_InvestmentStyle_Total|NA_NLF_IS_Total|Non-listed funds - Investment style total||NA Capital raised|Investor Type and Vehicle Type|q28||1005
q15COL2_Total_northamerica|CURRENCY|NA: TOTAL Separate accounts investing directly into real estate|28_30|NA_SeparateAccountsDirect_InvestmentStyle_Total|NA_SepAccDirect_IS_Total|Separate accounts investing directly - Investment style total||NA Capital raised|Investor Type and Vehicle Type|q28||1006
q15COL3_Total_northamerica|CURRENCY|NA: TOTAL Separate accounts investing into indirect vehicles|28_31|NA_SeparateAccountsIndirect_InvestmentStyle_Total|NA_SepAccIndirect_IS_Total|Separate accounts investing indirectly - Investment style total||NA Capital raised|Investor Type and Vehicle Type|q28||1007
q15COL4_Total_northamerica|CURRENCY|NA: TOTAL Joint ventures and club deals|28_32|NA_JVs_InvestmentStyle_Total|NA_JVs_IS_Total|Joint ventures and club deals - Investment style total||NA Capital raised|Investor Type and Vehicle Type|q28||1008
q15COL5_Total_northamerica|CURRENCY|NA: TOTAL Funds of funds|28_33|NA_FundsOfFunds_InvestmentStyle_Total|NA_FOF_IS_Total|Funds of funds - Investment style total||NA Capital raised|Investor Type and Vehicle Type|q28||1009
q15COL6_Total_northamerica|CURRENCY|NA: TOTAL Non-listed debt products|28_34|NA_Debt_InvestmentStyle_Total|NA_Debt_IS_Total|Non-listed debt products - Investment style total||NA Capital raised|Investor Type and Vehicle Type|q28||1010
q15GRANDTotal_northamerica|CURRENCY|NA: Total Capital Raised for your North American strategy in 2021 by investment style|28_35|NA_NonListedVehicles_InvestmentStyle_Total|NA_NLV_IS_Total|Non-listed vehicles total - Investment style total||NA Capital raised|Investor Type and Vehicle Type|q28||1011
_global||For your Global strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by investor type (million)?|29|||||||q29||1012
q101_1_global|CURRENCY|GLOBAL: Pension funds - Non-listed/ commingled real estate funds/private REITs|29_1|GLOBAL_PensionFunds_NonListedFunds|GLB_PF_NLF|Pension funds - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1013
q101_2_global|CURRENCY|GLOBAL: Pension funds - Separate accounts investing directly into real estate|29_2|GLOBAL_PensionFunds_SeparateAccountsDirect|GLB_PF_SepAccDirect|Pension funds - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1014
q101_3_global|CURRENCY|GLOBAL: Pension funds - Separate accounts investing into indirect vehicles|29_3|GLOBAL_PensionFunds_SeparateAccountsIndirect|GLB_PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1015
q101_4_global|CURRENCY|GLOBAL: Pension funds - Joint ventures and club deals|29_4|GLOBAL_PensionFunds_JVs|GLB_PF_JVs|Pension funds - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1016
q101_5_global|CURRENCY|GLOBAL: Pension funds - Funds of funds|29_5|GLOBAL_PensionFunds_FundsOfFunds|GLB_PF_FOF|Pension funds - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1017
q101_6_global|CURRENCY|GLOBAL: Pension funds - Non-listed debt products|29_6|GLOBAL_PensionFunds_Debt|GLB_PF_Debt|Pension funds - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1018
q10ROW1_Total_global|CURRENCY|GLOBAL: Pension funds - TOTAL|29_7|GLOBAL_PensionFunds_VehicleType_Total|GLB_PF_VT_Total|Pension funds - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1019
q102_1_global|CURRENCY|GLOBAL: Insurance companies - Non-listed/ commingled real estate funds/private REITs|29_8|GLOBAL_InsuranceCompanies_NonListedFunds|GLB_IC_NLF|Insurance companies - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1020
q102_2_global|CURRENCY|GLOBAL: Insurance companies - Separate accounts investing directly into real estate|29_9|GLOBAL_InsuranceCompanies_SeparateAccountsDirect|GLB_IC_SepAccDirect|Insurance companies - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1021
q102_3_global|CURRENCY|GLOBAL: Insurance companies - Separate accounts investing into indirect vehicles|29_10|GLOBAL_InsuranceCompanies_SeparateAccountsIndirect|GLB_IC_SepAccIndirect|Insurance companies - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1022
q102_4_global|CURRENCY|GLOBAL: Insurance companies - Joint ventures and club deals|29_11|GLOBAL_InsuranceCompanies_JVs|GLB_IC_JVs|Insurance companies - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1023
q102_5_global|CURRENCY|GLOBAL: Insurance companies - Funds of funds|29_12|GLOBAL_InsuranceCompanies_FundsOfFunds|GLB_IC_FOF|Insurance companies - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1024
q102_6_global|CURRENCY|GLOBAL: Insurance companies - Non-listed debt products|29_13|GLOBAL_InsuranceCompanies_Debt|GLB_IC_Debt|Insurance companies - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1025
q10ROW2_Total_global|CURRENCY|GLOBAL: Insurance companies - TOTAL|29_14|GLOBAL_InsuranceCompanies_VehicleType_Total|GLB_IC_VT_Total|Insurance companies - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1026
q103_1_global|CURRENCY|GLOBAL: Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|29_15|GLOBAL_SovereignWealthFunds_NonListedFunds|GLB_SWF_NLF|Sovereign wealth funds - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1027
q103_2_global|CURRENCY|GLOBAL: Sovereign wealth funds - Separate accounts investing directly into real estate|29_16|GLOBAL_SovereignWealthFunds_SeparateAccountsDirect|GLB_SWF_SepAccDirect|Sovereign wealth funds - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1028
q103_3_global|CURRENCY|GLOBAL: Sovereign wealth funds - Separate accounts investing into indirect vehicles|29_17|GLOBAL_SovereignWealthFunds_SeparateAccountsIndirect|GLB_SWF_SepAccIndirect|Sovereign wealth funds - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1029
q103_4_global|CURRENCY|GLOBAL: Sovereign wealth funds - Joint ventures and club deals|29_18|GLOBAL_SovereignWealthFunds_JVs|GLB_SWF_JVs|Sovereign wealth funds - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1030
q103_5_global|CURRENCY|GLOBAL: Sovereign wealth funds - Funds of funds|29_19|GLOBAL_SovereignWealthFunds_FundsOfFunds|GLB_SWF_FOF|Sovereign wealth funds - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1031
q103_6_global|CURRENCY|GLOBAL: Sovereign wealth funds - Non-listed debt products|29_20|GLOBAL_SovereignWealthFunds_Debt|GLB_SWF_Debt|Sovereign wealth funds - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1032
q10ROW3_Total_global|CURRENCY|GLOBAL: Sovereign wealth funds - TOTAL|29_21|GLOBAL_SovereignWealthFunds_VehicleType_Total|GLB_SWF_VT_Total|Sovereign wealth funds - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1033
q104_1_global|CURRENCY|GLOBAL: Government institutions - Non-listed/ commingled real estate funds/private REITs|29_22|GLOBAL_GovernmentInstitutions_NonListedFunds|GLB_GI_NLF|Government institutions - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1034
q104_2_global|CURRENCY|GLOBAL: Government institutions - Separate accounts investing directly into real estate|29_23|GLOBAL_GovernmentInstitutions_SeparateAccountsDirect|GLB_GI_SepAccDirect|Government institutions - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1035
q104_3_global|CURRENCY|GLOBAL: Government institutions - Separate accounts investing into indirect vehicles|29_24|GLOBAL_GovernmentInstitutions_SeparateAccountsIndirect|GLB_GI_SepAccIndirect|Government institutions - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1036
q104_4_global|CURRENCY|GLOBAL: Government institutions - Joint ventures and club deals|29_25|GLOBAL_GovernmentInstitutions_JVs|GLB_GI_JVs|Government institutions - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1037
q104_5_global|CURRENCY|GLOBAL: Government institutions - Funds of funds|29_26|GLOBAL_GovernmentInstitutions_FundsOfFunds|GLB_GI_FOF|Government institutions - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1038
q104_6_global|CURRENCY|GLOBAL: Government institutions - Non-listed debt products|29_27|GLOBAL_GovernmentInstitutions_Debt|GLB_GI_Debt|Government institutions - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1039
q10ROW4_Total_global|CURRENCY|GLOBAL: Government institutions - TOTAL|29_28|GLOBAL_GovernmentInstitutions_VehicleType_Total|GLB_GI_VT_Total|Government institutions - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1040
q105_1_global|CURRENCY|GLOBAL: Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|29_29|GLOBAL_CharitiesFoundationsNonProfitOrganizations_NonListedFunds|GLB_CF&NPO_NLF|Charities, foundations & non-profit organisations - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1041
q105_2_global|CURRENCY|GLOBAL: Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|29_30|GLOBAL_CharitiesFoundationsNonProfitOrganizations_SeparateAccountsDirect|GLB_CF&NPO_SepAccDirect|Charities, foundations & non-profit organisations - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1042
q105_3_global|CURRENCY|GLOBAL: Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|29_31|GLOBAL_CharitiesFoundationsNonProfitOrganizations_SeparateAccountsIndirect|GLB_CF&NPO_SepAccIndirect|Charities, foundations & non-profit organisations - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1043
q105_4_global|CURRENCY|GLOBAL: Charities, foundations, non-profit organisations - Joint ventures and club deals|29_32|GLOBAL_CharitiesFoundationsNonProfitOrganizations_JVs|GLB_CF&NPO_JVs|Charities, foundations & non-profit organisations - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1044
q105_5_global|CURRENCY|GLOBAL: Charities, foundations, non-profit organisations - Funds of funds|29_33|GLOBAL_CharitiesFoundationsNonProfitOrganizations_FundsOfFunds|GLB_CF&NPO_FOF|Charities, foundations & non-profit organisations - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1045
q105_6_global|CURRENCY|GLOBAL: Charities, foundations, non-profit organisations - Non-listed debt products|29_34|GLOBAL_CharitiesFoundationsNonProfitOrganizations_Debt|GLB_CF&NPO_Debt|Charities, foundations & non-profit organisations - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1046
q10ROW5_Total_global|CURRENCY|GLOBAL: Charities, foundations, non-profit organisations - TOTAL|29_35|GLOBAL_CharitiesFoundationsNonProfitOrganizations_VehicleType_Total|GLB_CF&NPO_VT_Total|Charities, foundations & non-profit organisations - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1047
q106_1_global|CURRENCY|GLOBAL: Funds of funds - Non-listed/ commingled real estate funds/private REITs|29_36|GLOBAL_FundsOfFunds_NonListedFunds|GLB_FOF_NLF|Funds of funds - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1048
q106_2_global|CURRENCY|GLOBAL: Funds of funds - Separate accounts investing directly into real estate|29_37|GLOBAL_FundsOfFunds_SeparateAccountsDirect|GLB_FOF_SepAccDirect|Funds of funds - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1049
q106_3_global|CURRENCY|GLOBAL: Funds of funds - Separate accounts investing into indirect vehicles|29_38|GLOBAL_FundsOfFunds_SeparateAccountsIndirect|GLB_FOF_SepAccIndirect|Funds of funds - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1050
q106_4_global|CURRENCY|GLOBAL: Funds of funds - Joint ventures and club deals|29_39|GLOBAL_FundsOfFunds_JVs|GLB_FOF_JVs|Funds of funds - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1051
q106_5_global|CURRENCY|GLOBAL: Funds of funds - Funds of funds|29_40|GLOBAL_FundsOfFunds_FundsOfFunds|GLB_FOF_FOF|Funds of funds - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1052
q106_6_global|CURRENCY|GLOBAL: Funds of funds - Non-listed debt products|29_41|GLOBAL_FundsOfFunds_Debt|GLB_FOF_Debt|Funds of funds - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1053
q10ROW6_Total_global|CURRENCY|GLOBAL: Funds of funds - TOTAL|29_42|GLOBAL_FundsOfFunds_VehicleType_Total|GLB_FOF_VT_Total|Funds of funds - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1054
q107_1_global|CURRENCY|GLOBAL: High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|29_43|GLOBAL_HighnetWorthIndividualsFamilyOffices_NonListedFunds|GLB_HNWI/FO_NLF|Hign net worth individuals/Family offices - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1055
q107_2_global|CURRENCY|GLOBAL: High net worth individuals /Family offices - Separate accounts investing directly into real estate|29_44|GLOBAL_HighnetWorthIndividualsFamilyOffices_SeparateAccountsDirect|GLB_HNWI/FO_SepAccDirect|Hign net worth individuals/Family offices - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1056
q107_3_global|CURRENCY|GLOBAL: High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|29_45|GLOBAL_HighnetWorthIndividualsFamilyOffices_SeparateAccountsIndirect|GLB_HNWI/FO_SepAccIndirect|Hign net worth individuals/Family offices - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1057
q107_4_global|CURRENCY|GLOBAL: High net worth individuals /Family offices - Joint ventures and club deals|29_46|GLOBAL_HighnetWorthIndividualsFamilyOffices_JVs|GLB_HNWI/FO_JVs|Hign net worth individuals/Family offices - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1058
q107_5_global|CURRENCY|GLOBAL: High net worth individuals /Family offices - Funds of funds|29_47|GLOBAL_HighnetWorthIndividualsFamilyOffices_FundsOfFunds|GLB_HNWI/FO_FOF|Hign net worth individuals/Family offices - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1059
q107_6_global|CURRENCY|GLOBAL: High net worth individuals /Family offices - Non-listed debt products|29_48|GLOBAL_HighnetWorthIndividualsFamilyOffices_Debt|GLB_HNWI/FO_Debt|Hign net worth individuals/Family offices - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1060
q10ROW7_Total_global|CURRENCY|GLOBAL: High net worth individuals /Family offices - TOTAL|29_49|GLOBAL_HighnetWorthIndividualsFamilyOffices_VehicleType_Total|GLB_HNWI/FO_VT_Total|Hign net worth individuals/Family offices - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1061
q10other_global|CURRENCY|GLOBAL: Other investor type (Other)|29_50|GLOBAL_OtherInvestorTypetext|GLB_OtherITText|Other investor type||Global Capital raised|Investor Type and Vehicle Type|q29||1062
q108_1_global|CURRENCY|GLOBAL: Other - Non-listed/ commingled real estate funds/private REITs|29_51|GLOBAL_OtherInvestorType_NonListedFunds|GLB_OtherIT_NLF|Other investor type - Non-listed fund||Global Capital raised|Investor Type and Vehicle Type|q29||1063
q108_2_global|CURRENCY|GLOBAL: Other - Separate accounts investing directly into real estate|29_52|GLOBAL_OtherInvestorType_SeparateAccountsDirect|GLB_OtherIT_SepAccDirect|Other investor type - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q29||1064
q108_3_global|CURRENCY|GLOBAL: Other - Separate accounts investing into indirect vehicles|29_53|GLOBAL_OtherInvestorType_SeparateAccountsIndirect|GLB_OtherIT_SepAccIndirect|Other investor type - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q29||1065
q108_4_global|CURRENCY|GLOBAL: Other - Joint ventures and club deals|29_54|GLOBAL_OtherInvestorType_JVs|GLB_OtherIT_JVs|Other investor type - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q29||1066
q108_5_global|CURRENCY|GLOBAL: Other - Funds of funds|29_55|GLOBAL_OtherInvestorType_FundsOfFunds|GLB_OtherIT_FOF|Other investor type - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q29||1067
q108_6_global|CURRENCY|GLOBAL: Other - Non-listed debt products|29_56|GLOBAL_OtherInvestorType_Debt|GLB_OtherIT_Debt|Other investor type - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q29||1068
q10ROW8_Total_global|CURRENCY|GLOBAL: Other - TOTAL|29_57|GLOBAL_OtherInvestorType_VehicleType_Total|GLB_OtherIT_VT_Total|Other investor type - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1069
q10COL1_Total_global|CURRENCY|GLOBAL TOTAL - Non-listed/ commingled real estate funds/private REITs|29_58|GLOBAL_InvestorType_NonListedFunds_Total|GLB_IT_NLF_Total|Investor type - Non-listed fund total||Global Capital raised|Investor Type and Vehicle Type|q29||1070
q10COL2_Total_global|CURRENCY|GLOBAL TOTAL - Separate accounts investing directly into real estate|29_59|GLOBAL_InvestorType_SeparateAccountsDirect_Total|GLB_IT_SepAccDirect_Total|Investor type - Separate accounts investing directly total||Global Capital raised|Investor Type and Vehicle Type|q29||1071
q10COL3_Total_global|CURRENCY|GLOBAL TOTAL - Separate accounts investing into indirect vehicles|29_60|GLOBAL_InvestorType_SeparateAccountsIndirect_Total|GLB_IT_SepAccIndirect_Total|Investor type - Separate accounts investing indirectly total||Global Capital raised|Investor Type and Vehicle Type|q29||1072
q10COL4_Total_global|CURRENCY|GLOBAL TOTAL - Joint ventures and club deals|29_61|GLOBAL_InvestorType_JVs_Total|GLB_IT_JVs_Total|Investor type - Joint ventures and club deals total||Global Capital raised|Investor Type and Vehicle Type|q29||1073
q10COL5_Total_global|CURRENCY|GLOBAL TOTAL - Funds of funds|29_62|GLOBAL_InvestorType_FundsOfFunds_Total|GLB_IT_FOF_Total|Investor type - Funds of funds total||Global Capital raised|Investor Type and Vehicle Type|q29||1074
q10COL6_Total_global|CURRENCY|GLOBAL TOTAL - Non-listed debt products|29_63|GLOBAL_InvestorType_Debt_Total|GLB_IT_Debt_Total|Investor type - Non-listed debt products total||Global Capital raised|Investor Type and Vehicle Type|q29||1075
q10GRANDTotal_global|CURRENCY|GLOBAL TOTAL Capital Raised in 2021 for your Global strategy by investor type|29_64|GLOBAL_InvestorType_VehicleType_Total|GLB_IT_VT_Total|Investor type - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q29||1076
_global||For your Global strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by investor domicile (million)?|30|||||||q30||1077
q111_1_global|CURRENCY|GLOBAL: Asia Pacific - Non-listed/ commingled real estate funds/private REITs|30_1|GLOBAL_InvestorDomicileAsiaPacific_NonListedFunds|GLB_IDAPAC_NLF|Asia Pacific - Non-listed funds||Global Capital raised|Investor Type and Vehicle Type|q30||1078
q111_2_global|CURRENCY|GLOBAL: Asia Pacific - Separate accounts investing directly into real estate|30_2|GLOBAL_InvestorDomicileAsiaPacific_SeparateAccountsDirect|GLB_IDAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q30||1079
q111_3_global|CURRENCY|GLOBAL: Asia Pacific - Separate accounts investing into indirect vehicles|30_3|GLOBAL_InvestorDomicileAsiaPacific_SeparateAccountsIndirect|GLB_IDAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q30||1080
q111_4_global|CURRENCY|GLOBAL: Asia Pacific - Joint ventures and club deals|30_4|GLOBAL_InvestorDomicileAsiaPacific_JVs|GLB_IDAPAC_JVs|Asia Pacific - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q30||1081
q111_5_global|CURRENCY|GLOBAL: Asia Pacific - Funds of funds|30_5|GLOBAL_InvestorDomicileAsiaPacific_FundsOfFunds|GLB_IDAPAC_FOF|Asia Pacific - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q30||1082
q111_6_global|CURRENCY|GLOBAL: Asia Pacific - Non-listed debt products|30_6|GLOBAL_InvestorDomicileAsiaPacific_Debt|GLB_IDAPAC_Debt|Asia Pacific - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q30||1083
q11ROW1_Total_global|CURRENCY|GLOBAL: Asia Pacific - TOTAL|30_7|GLOBAL_InvestorDomicileAsiaPacific_VehicleType_Total|GLB_IDAPAC_VT_Total|Asia Pacific - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q30||1084
q112_1_global|CURRENCY|GLOBAL: Europe - Non-listed/ commingled real estate funds/private REITs|30_8|GLOBAL_InvestorDomicileEurope_NonListedFunds|GLB_IDEUR_NLF|Europe - Non-listed funds||Global Capital raised|Investor Type and Vehicle Type|q30||1085
q112_2_global|CURRENCY|GLOBAL: Europe - Separate accounts investing directly into real estate|30_9|GLOBAL_InvestorDomicileEurope_SeparateAccountsDirect|GLB_IDEUR_SepAccDirect|Europe - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q30||1086
q112_3_global|CURRENCY|GLOBAL: Europe - Separate accounts investing into indirect vehicles|30_10|GLOBAL_InvestorDomicileEurope_SeparateAccountsIndirect|GLB_IDEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q30||1087
q112_4_global|CURRENCY|GLOBAL: Europe - Joint ventures and club deals|30_11|GLOBAL_InvestorDomicileEurope_JVs|GLB_IDEUR_JVs|Europe - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q30||1088
q112_5_global|CURRENCY|GLOBAL: Europe - Funds of funds|30_12|GLOBAL_InvestorDomicileEurope_FundsOfFunds|GLB_IDEUR_FOF|Europe - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q30||1089
q112_6_global|CURRENCY|GLOBAL: Europe - Non-listed debt products|30_13|GLOBAL_InvestorDomicileEurope_Debt|GLB_IDEUR_Debt|Europe - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q30||1090
q11ROW2_Total_global|CURRENCY|GLOBAL: Europe - TOTAL|30_14|GLOBAL_InvestorDomicileEurope_VehicleType_Total|GLB_IDEUR_VT_Total|Europe - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q30||1091
q113_1_global|CURRENCY|GLOBAL: North America - Non-listed/ commingled real estate funds/private REITs|30_15|GLOBAL_InvestorDomicileNorthAmerica_NonListedFunds|GLB_IDNA_NLF|North America - Non-listed funds||Global Capital raised|Investor Type and Vehicle Type|q30||1092
q113_2_global|CURRENCY|GLOBAL: North America - Separate accounts investing directly into real estate|30_16|GLOBAL_InvestorDomicileNorthAmerica_SeparateAccountsDirect|GLB_IDNA_SepAccDirect|North America - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q30||1093
q113_3_global|CURRENCY|GLOBAL: North America - Separate accounts investing into indirect vehicles|30_17|GLOBAL_InvestorDomicileNorthAmerica_SeparateAccountsIndirect|GLB_IDNA_SepAccIndirect|North America - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q30||1094
q113_4_global|CURRENCY|GLOBAL: North America - Joint ventures and club deals|30_18|GLOBAL_InvestorDomicileNorthAmerica_JVs|GLB_IDNA_JVs|North America - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q30||1095
q113_5_global|CURRENCY|GLOBAL: North America - Funds of funds|30_19|GLOBAL_InvestorDomicileNorthAmerica_FundsOfFunds|GLB_IDNA_FOF|North America - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q30||1096
q113_6_global|CURRENCY|GLOBAL: North America - Non-listed debt products|30_20|GLOBAL_InvestorDomicileNorthAmerica_Debt|GLB_IDNA_Debt|North America - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q30||1097
q11ROW3_Total_global|CURRENCY|GLOBAL: North America - TOTAL|30_21|GLOBAL_InvestorDomicileNorthAmerica_VehicleType_Total|GLB_IDNA_VT_Total|North America - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q30||1098
q114_1_global|CURRENCY|GLOBAL: South America - Non-listed/ commingled real estate funds/private REITs|30_22|GLOBAL_InvestorDomicileSouthAmerica_NonListedFunds|GLB_IDSA_NLF|South America - Non-listed funds||Global Capital raised|Investor Type and Vehicle Type|q30||1099
q114_2_global|CURRENCY|GLOBAL: South America - Separate accounts investing directly into real estate|30_23|GLOBAL_InvestorDomicileSouthAmerica_SeparateAccountsDirect|GLB_IDSA_SepAccDirect|South America - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q30||1100
q114_3_global|CURRENCY|GLOBAL: South America - Separate accounts investing into indirect vehicles|30_24|GLOBAL_InvestorDomicileSouthAmerica_SeparateAccountsIndirect|GLB_IDSA_SepAccIndirect|South America - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q30||1101
q114_4_global|CURRENCY|GLOBAL: South America - Joint ventures and club deals|30_25|GLOBAL_InvestorDomicileSouthAmerica_JVs|GLB_IDSA_JVs|South America - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q30||1102
q114_5_global|CURRENCY|GLOBAL: South America - Funds of funds|30_26|GLOBAL_InvestorDomicileSouthAmerica_FundsOfFunds|GLB_IDSA_FOF|South America - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q30||1103
q114_6_global|CURRENCY|GLOBAL: South America - Non-listed debt products|30_27|GLOBAL_InvestorDomicileSouthAmerica_Debt|GLB_IDSA_Debt|South America - Non-listed debt products||Global Capital raised|Investor Type and Vehicle Type|q30||1104
q11ROW4_Total_global|CURRENCY|GLOBAL: South America - TOTAL|30_28|GLOBAL_InvestorDomicileSouthAmerica_VehicleType_Total|GLB_IDSA_VT_Total|South America - Vehicle type total||Global Capital raised|Investor Type and Vehicle Type|q30||1105
q115_1_global|CURRENCY|GLOBAL: Africa - Non-listed/ commingled real estate funds/private REITs|30_29|GLOBAL_InvestorDomicileAfrica_NonListedFunds|GLB_IDAFR_NLF|Africa - Non-listed funds||Global Capital raised|Investor Type and Vehicle Type|q30||1106
q115_2_global|CURRENCY|GLOBAL: Africa - Separate accounts investing directly into real estate|30_30|GLOBAL_InvestorDomicileAfrica_SeparateAccountsDirect|GLB_IDAFR_SepAccDirect|Africa - Separate accounts investing directly||Global Capital raised|Investor Type and Vehicle Type|q30||1107
q115_3_global|CURRENCY|GLOBAL: Africa - Separate accounts investing into indirect vehicles|30_31|GLOBAL_InvestorDomicileAfrica_SeparateAccountsIndirect|GLB_IDAFR_SepAccIndirect|Africa - Separate accounts investing indirectly||Global Capital raised|Investor Type and Vehicle Type|q30||1108
q115_4_global|CURRENCY|GLOBAL: Africa - Joint ventures and club deals|30_32|GLOBAL_InvestorDomicileAfrica_JVs|GLB_IDAFR_JVs|Africa - Joint ventures and club deals||Global Capital raised|Investor Type and Vehicle Type|q30||1109
q115_5_global|CURRENCY|GLOBAL: Africa - Funds of funds|30_33|GLOBAL_InvestorDomicileAfrica_FundsOfFunds|GLB_IDAFR_FOF|Africa - Funds of funds||Global Capital raised|Investor Type and Vehicle Type|q30||1110
